OBJECTID,HSISID,NAME,ADDRESS1,ADDRESS2,CITY,STATE,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,FACILITYTYPE,PERMITID,X,Y,GEOCODESTATUS,SHAPE
3837296,04092017702,Tropical Smoothie Cafe,1009-120 Stadium DR ,,WAKE FOREST,NC,27587,(919) 371-4358,2017/10/05 04:00:00+00,Restaurant,19274,-78.52990283,35.98957154,M,
3837297,04092017706,Swagat Indian Cuisine,9549 Chapel Hill RD ,,MORRISVILLE,NC,27560,(919) 378-9090,2017/09/25 04:00:00+00,Restaurant,19278,-78.81120592,35.8045755,M,
3837298,04092017712,First Watch 555,4233 Corners PKY ,Suite 230,RALEIGH,NC,27617,(919) 399-9040,2017/10/13 04:00:00+00,Restaurant,19281,-78.78791959,35.9189124,M,
3837299,04092017714,BellaRose Nursing and Rehab Center Foodservice,200 BellaRose Lake WAY ,,GARNER,NC,27529,(919) 985-8400,2017/10/09 04:00:00+00,Restaurant,19283,-78.60082191,35.66980052,M,
3837300,04092025146,Harris Teeter #58 Starbucks,750 W Williams ST ,,APEX,NC,27502,(919) 362-3782,2017/10/11 04:00:00+00,Food Stand,19286,-78.86276232,35.73802969,M,
3837301,04092030346,Fatboys Kitchen #1 (WCID #613),4608 Kilcullen DR ,,RALEIGH,NC,27604,(919) 591-6999,2017/10/09 04:00:00+00,Mobile Food Units,19288,-78.59059949,35.84269032,M,
3837302,04092017723,SUSHI THAI CARY,106 KILMAYNE DR ,,CARY,NC,27511-4465,(919) 467-5747,2017/11/08 05:00:00+00,Restaurant,19345,-78.78304568,35.77049175,M,
3837303,04092025147,Papa John's #4838,1440 Brogden Woods DR ,Suite 104,WAKE FOREST,NC,27587,(919) 532-2300,2017/10/17 04:00:00+00,Food Stand,19287,-78.69147587,35.99120972,M,
3837304,04092017717,Panera Bread #1643,1100 Village Market PL ,,MORRISVILLE,NC,27560,(919) 469-6696,2017/10/24 04:00:00+00,Restaurant,19354,-78.81334451,35.80607817,M,
3837305,04092017722,Chopt North Ridge,6004 Falls of Neuse RD ,,RALEIGH,NC,27609,(984) 232-0451,2017/11/03 04:00:00+00,Restaurant,19350,-78.61995256,35.86546174,M,
3837306,04092017719,Industry Raleigh,510-101 Glenwood AVE ,,RALEIGH,NC,27603,(919) 758-8851,2017/10/26 04:00:00+00,Restaurant,19356,-78.64666065,35.78682725,M,
3837307,04092017721,LaFarm Bakery & Cafe W.F. West Cary,5055 Arco ST ,,Cary,NC,27519,(984) 228-0300,2017/11/03 04:00:00+00,Restaurant,19358,-78.88191823,35.83348308,M,
3837308,04092017725,Starbucks #8218,2105 Cameron ST ,,RALEIGH,NC,27605,(919) 856-9444,2017/11/09 05:00:00+00,Restaurant,19359,-78.66157289,35.79001283,M,
3837309,04092017726,Whole Foods Market #10611 Meat/Seafood,5055 Arco ST ,,CARY,NC,27519,(984) 228-0300,2017/11/03 04:00:00+00,Restaurant,19360,-78.88191823,35.83348308,M,
3837310,04092017727,Whole Foods Market #10611 Culinary,5055 Arco ST ,,CARY,NC,27519,(984) 228-0300,2017/11/03 04:00:00+00,Restaurant,19361,-78.88191823,35.83348308,M,
3837311,04092017728,Whole Foods Market #10611 Specialty,5055 Arco ST ,,CARY,NC,27519,(984) 228-0300,2017/11/03 04:00:00+00,Restaurant,19362,-78.88191823,35.83348308,M,
3837312,04092017729,Whole Foods Market #10611 Produce,5055 Arco ST ,,CARY,NC,27519,(984) 228-0300,2017/11/03 04:00:00+00,Restaurant,19363,-78.88191823,35.83348308,M,
3837313,04092025150,Harris Teeter #367 Starbucks,14520 John Rex BLVD ,,RALEIGH,NC,27614,(919) 554-4167,2017/10/24 04:00:00+00,Food Stand,19367,-78.54282166,35.9470013,M,
3837314,04092025149,Harris Teeter #353 Starbucks,13686 Capital BLVD ,,WAKE FOREST,NC,27587,(919) 554-3608,2017/11/09 05:00:00+00,Food Stand,19369,-78.51867626,36.00549137,M,
3837315,04092030349,Gettin' Sauced in the City (WCID #615),8132 Wheeler Woods DR ,,APEX,NC,27539,(919) 500-9448,2017/11/06 05:00:00+00,Mobile Food Units,19365,-78.74606987,35.67171728,M,
3837316,04092017732,PAPAS PIZZA AND SUBS,7713 LEAD MINE RD ,SUITE 45,RALEIGH,NC,27615,(919) 847-8777,2017/11/20 05:00:00+00,Restaurant,19377,-78.6604412,35.88617756,M,
3837317,04092017731,CRABTREE ALE HOUSE,4325 GLENWOOD AVE ,STE 1040,RALEIGH,NC,27617,(919) 803-3026,2017/11/17 05:00:00+00,Restaurant,19374,-78.67900996,35.83931725,M,
3837318,04092017733,BELLA ITALIA PIZZERIA,109 CAPCOM AVE ,SUITE 5,WAKE FOREST,NC,27587-6515,(919) 554-9404,2017/11/20 05:00:00+00,Restaurant,19378,-78.52881174,35.9508628,M,
3837319,04092017708,Outback #3443,901 Walnut ST ,,CARY,NC,27511,(919) 460-1770,2017/10/05 04:00:00+00,Restaurant,19380,-78.76562102,35.77485801,M,
3837320,04092017740,Chilango Restaurant ,2253 New Hope Church RD ,,RALEIGH,NC,27604,(919) 307-3672,2017/11/01 04:00:00+00,Restaurant,19386,-78.60062541,35.83624582,M,
3837321,04092017738,Humming Bird,1053-111 E Whitaker Mill RD ,,RALEIGH,NC,27604,(919) 301-8900,2017/11/14 05:00:00+00,Restaurant,19388,-78.62124482,35.80871499,M,
3837322,04092017737,Zaxby's #66301,2901 Hillsborough ST ,,RALEIGH,NC,27607,(984) 242-0789,2017/11/13 05:00:00+00,Restaurant,19389,-78.6754918,35.78902526,M,
3837323,04092017736,Clean Juice Parkwest,3035 Village Market PL ,,Morrisville,NC,27560,(919) 468-8286,2017/11/14 05:00:00+00,Restaurant,19390,-78.81851333,35.80675484,M,
3837324,04092017735,Starbucks T2D,2400 John Brantley BLVD ,Terminal 2,MORRISVILLE,NC,27560,(919) 840-4409,2017/11/15 05:00:00+00,Restaurant,19391,-78.7893961,35.86970016,M,
3837325,04092017742,CREEDMOOR CAFE,8315 CREEDMOOR RD ,,RALEIGH,NC,27613,(919) 848-4804,2017/11/27 05:00:00+00,Restaurant,19396,-78.68223246,35.90105464,M,
3837326,04092017746,Burger Fi,2052 RENAISSANCE PARK PL ,,CARY,NC,27513,(919) 659-8700,2017/11/29 05:00:00+00,Restaurant,19405,-78.77115668,35.82699559,M,
3837327,04092017743,Chengdu 7 Sichuan Cuisine,748 E Chatham ST Suite E,,CARY,NC,27511,(919) 883-5567,2017/11/27 05:00:00+00,Restaurant,19411,-78.76514284,35.79157176,M,
3837328,04092025156,Juice-Keys #2,8490-102 Honeycutt RD ,,RALEIGH,NC,27615,(919) 710-1109,2017/12/01 05:00:00+00,Food Stand,19426,-78.62166264,35.89510631,M,
3837329,04092025157,Speedway #6975,1741 Trawick RD ,,RALEIGH,NC,27604,(919) 231-2202,2017/11/29 05:00:00+00,Food Stand,19427,-78.57834116,35.80135484,M,
3837330,04092017747,Burger Fi,3004 Wake Forest RD Suite 100,,RALEIGH,NC,27609,(919) 999-3700,2017/11/29 05:00:00+00,Restaurant,19414,-78.6203889,35.82333174,M,
3837331,04092017753,Cinebistro,525 NEW WAVERLY PL ,SUITE 203,CARY,NC,27518,(919) 987-3500,2017/12/11 05:00:00+00,Restaurant,19433,-78.77756452,35.73853427,M,
3837332,04092017754,Red Bowl Asian Bistro,6360 PLANTATION CENTER  DR ,,RALEIGH,NC,27616,(919) 790-9222,2017/12/14 05:00:00+00,Restaurant,19434,-78.5823769,35.87315531,M,
3837333,04092017758,Dickey's Barbeque #1496,1102 Parkside Main ST ,,CARY,NC,27519,(919) 342-0212,2017/12/06 05:00:00+00,Restaurant,19444,-78.88929615,35.84835999,M,
3837334,04092017759,Saigon Pho Vietnamese Cuisine,3310 Capital  Blvd,,RALEIGH,NC,27604,(919) 803-4048,2017/12/20 05:00:00+00,Restaurant,19447,-78.5854729,35.82439324,M,
3837335,04092017757,Michael's English Muffins,3611-114 Spring Forest RD ,,RALEIGH,NC,27616,(919) 615-0319,2017/12/15 05:00:00+00,Restaurant,19443,-78.57981065,35.85591308,M,
3837336,04092017772,A Place at the Table,300 W Hargett ST ,Suite 50,RALEIGH,NC,27601,(919) 307-8914,2018/01/05 05:00:00+00,Restaurant,19464,-78.64406655,35.77886166,M,
3837337,04092017771,Bawarchi Grill & Spirits,800 W Williams ST ,,APEX,NC,27502,(919) 363-9000,2017/12/29 05:00:00+00,Restaurant,19465,-78.86480258,35.73964977,M,
3837338,04092017670,"XL SIDELINE, LLC",106 INVESTMENT BLVD ,,APEX,NC,27502,(919) 387-2955,2017/08/23 04:00:00+00,Restaurant,18929,-78.838492,35.72524123,M,
3837339,04092017698,HWY 55 BURGERS SHAKES & FRIES,3421 N MAIN ST ,,FUQUAY VARINA,NC,27526,(919) 567-3007,2017/10/13 04:00:00+00,Restaurant,19261,-78.72395407,35.62463692,M,
3837340,04092017770,Hampton Inn - Foodservice,405 Hinton Oaks BLVD ,,KNIGHTDALE,NC,27545,(919) 217-6810,2017/12/15 05:00:00+00,Restaurant,19466,-78.5111511,35.80022075,M,
3837341,04092030342,Cousin's Maine Lobster #2 (wcid #610),Mobile Food Unit,,WAKE FOREST,NC,27587,(919) 559-2673,2017/07/13 04:00:00+00,Mobile Food Units,18819,0,0,U,
3837342,04092017767,Hyatt House Brier Creek H Bar,10030 Sellona ST ,,RALEIGH,NC,27618,(919) 405-7001,2017/12/21 05:00:00+00,Restaurant,19469,-78.80632484,35.89547498,M,
3837343,04092017766,Starbuck's Target #961,2021 Walnut ST ,,Cary,NC,27511,(919) 233-4451,2017/12/19 05:00:00+00,Restaurant,19470,-78.73860945,35.75778451,M,
3837344,04092025158,A Taste of NY Commissary,1411-J Diggs DR ,,RALEIGH,NC,27603,(919) 345-8138,2017/12/21 05:00:00+00,Food Stand,19471,-78.66276897,35.75497709,M,
3837345,04092017777,Sushi Nine,3812 Western BLVD ,,RALEIGH,NC,27606,(919) 615-3100,2018/01/08 05:00:00+00,Restaurant,19483,-78.68935862,35.78530675,M,
3837346,04092110522,Lincoln Heights Elementary School Cafeteria,307 Bridges ST ,,FUQUAY-VARINA,NC,27526,(919) 557-2592,2017/12/19 05:00:00+00,Public School Lunchrooms,19472,-78.80978077,35.59015147,M,
3837347,04092017776,Popeyes #12729,3904 Western BLVD ,,RALEIGH,NC,27606,(919) 977-6364,2018/01/12 05:00:00+00,Restaurant,19484,-78.69043496,35.78509092,M,
3837348,04092017775,Dominos #8903,1183 W Chatham ST ,,CARY,NC,27518,(919) 467-4222,2018/01/10 05:00:00+00,Restaurant,19485,-78.80690367,35.77079809,M,
3837349,04092300284,Food Lion #2227 Meat Market,161 Crenshaw Corners DR ,,WAKE FOREST,NC,27587,(919) 569-0089,2018/01/19 05:00:00+00,Meat Market,19490,-78.55323415,35.97006779,M,
3837350,04092025160,Food Lion #2227 Deli,161 Crenshaw Corners DR ,,WAKE FOREST,NC,27587,(919) 569-0089,2018/01/19 05:00:00+00,Food Stand,19491,-78.55323415,35.97006779,M,
3837351,04092025159,Food Lion #2227 Produce,161 Crenshaw Corners DR ,,WAKE FOREST,NC,27587,(919) 569-0089,2018/01/19 05:00:00+00,Food Stand,19492,-78.55323415,35.97006779,M,
3837352,04092017780,TLAQUEPAQUE MEXICAN CUISINE,11206 CAPITAL  BLVD ,,WAKE FOREST,NC,27587,(919) 554-2544,2018/01/24 05:00:00+00,Restaurant,19495,-78.53890825,35.95167196,M,
3837353,04092017781,RALLYPOINT SPORT GRILL,837 BASS PRO LN ,,CARY,NC,27513,(919) 678-1088,2018/01/29 05:00:00+00,Restaurant,19505,-78.77007336,35.83116267,M,
3837354,04092017785,China Won,8109-109 Fayetteville RD ,,RALEIGH,NC,27603,(919) 662-9799,2018/01/30 05:00:00+00,Restaurant,19508,-78.69976354,35.66336494,M,
3837355,04092017783,Tonbo Ramen,211 S Wilmington ST ,,RALEIGH,NC,27601,(919) 977-3625,2018/01/25 05:00:00+00,Restaurant,19512,-78.63804248,35.77783793,M,
3837356,04092030353,Delicias Chely (WCID #591),1701 Arendell AVE ,,ZEBULON,NC,27597,(919) 723-7841,2018/01/24 05:00:00+00,Mobile Food Units,19514,-78.32892315,35.84242065,M,
3837357,04092030354,Taco Boy Chipotle (WCID #592),321 S Salem ST ,,APEX,NC,27502,(626) 393-2860,2018/01/31 05:00:00+00,Mobile Food Units,19529,-78.85351949,35.7272386,M,
3837358,04092017788,KING WOK,7405 SUNSET LAKE RD ,,FUQUAY VARINA,NC,27526,(919) 577-6852,2018/02/08 05:00:00+00,Restaurant,19543,-78.77604193,35.59548914,M,
3837359,04092017790,Southland Steakhouse,1007  Shepard School Rd,,ZEBULON,NC,27597,(919) 375-4283,2018/02/21 05:00:00+00,Restaurant,19549,-78.31427465,35.83238665,M,
3837360,04092025161,Golden Hex Foods,1246 NW Maynard RD ,,CARY,NC,27513,(919) 946-2649,2018/02/13 05:00:00+00,Food Stand,19554,-78.80932559,35.78486593,M,
3837361,04092017793,Cold off the Press,416-100 W South ST ,,RALEIGH,NC,27601,(984) 444-9006,2018/01/29 05:00:00+00,Restaurant,19560,-78.64610114,35.77253534,M,
3837362,04092025162,Krispy Krunchy Chicken,1969 Rock Quarry RD ,,RALEIGH,NC,27610,(919) 754-9876,2018/02/23 05:00:00+00,Food Stand,19570,-78.61204015,35.754031,M,
3837363,04092017792,Moe's Southwest Grill,9660 Falls of Neuse RD ,Suite 145,RALEIGH,NC,27615,(919) 650-6643,2018/02/19 05:00:00+00,Restaurant,19561,-78.60015315,35.90523097,M,
3837364,04092017798,SKY ZONE,2101  Westinghouse Blvd.,SUITE 111,RALEIGH,NC,27604,(919) 948-4450,2018/03/02 05:00:00+00,Restaurant,19571,-78.5959354,35.80806,M,
3837365,04092017800,Everest Nepali Kitchen,212 Grande Heights DR ,,CARY,NC,27513,(919) 378-9390,2018/02/22 05:00:00+00,Restaurant,19584,-78.78057485,35.80470293,M,
3837366,04092025163,Rocky Top Catering,5000 Departure DR ,,RALEIGH,NC,27616,(919) 829-3771,2018/02/27 05:00:00+00,Food Stand,19587,-78.59490574,35.84957515,M,
3837367,04092025164,Corporate Caterers,6405 WESTGATE RD ,,RALEIGH,NC,27617,(919) 410-3057,2018/03/08 05:00:00+00,Food Stand,19592,-78.76094135,35.90121798,M,
3837368,04092017806,Penn Station East Coast Subs,3001 Hillsborough ST ,,RALEIGH,NC,27607,(984) 232-8444,2018/03/06 05:00:00+00,Restaurant,19606,-78.67702546,35.78909475,M,
3837369,04092017804,Everest Kitchen,25 N Main ST ,,WENDELL,NC,27591,(919) 374-7049,2018/03/06 05:00:00+00,Restaurant,19608,-78.37019731,35.78157174,M,
3837370,04092017803,Popeye's RDU JV,2400 John Brantley BLVD ,,MORRISVILLE,NC,27560,,2018/02/27 05:00:00+00,Restaurant,19609,-78.7893961,35.86970016,M,
3837371,04092025165,MEGA PIZZA,9101 LEESVILLE RD ,STE 125,RALEIGH,NC,27613,(919) 896-800,2018/03/20 04:00:00+00,Food Stand,19617,-78.72548111,35.89676189,M,
3837372,04092017810,Cafe Capistrano,"8471   Garvey  St, Ste 113",,RALEIGH,NC,27616,(919) 872-1127,2018/03/23 04:00:00+00,Restaurant,19625,-78.56852507,35.89638473,M,
3837373,04092017811,Starbucks Target #1794,8651 Brier Creek PKY ,,RALEIGH,NC,27617,(919) 765-0005,2018/03/19 04:00:00+00,Restaurant,19630,-78.78588652,35.90295406,M,
3837374,04092017812,Rolesville Diner,"411 S Main ST, Unit E",,ROLESVILLE,NC,27571,(919) 554-9931,2018/04/04 04:00:00+00,Restaurant,19634,-78.46634527,35.9162473,M,
3837375,04092017824,Hibachi Express,1009 Stadium DR ,Suite 112,WAKE FOREST,NC,27587,(984) 237-1031,2018/03/23 04:00:00+00,Restaurant,19640,-78.52990283,35.98957154,M,
3837376,04092017823,Triangle Springs Hospital Foodservice,10901 World Trade BLVD ,,RALEIGH,NC,27617,(919) 746-8900,2018/03/26 04:00:00+00,Restaurant,19641,-78.81423008,35.90306257,M,
3837377,04092017821,"Hwy. 55 Burgers, Shakes & Fries #185",8450 Louisburg RD ,Suite 110,RALEIGH,NC,27616,(919) 373-8807,2018/04/06 04:00:00+00,Restaurant,19643,-78.50931118,35.89359506,M,
3837378,04092017820,Alamo Drafthouse Cinema,2116-D New Bern AVE ,,RALEIGH,NC,27610,(984) 444-6620,2018/04/04 04:00:00+00,Restaurant,19644,-78.60562466,35.77870975,M,
3837379,04092017819,Starbucks #11189,3800 Lake Boone TRL ,,RALEIGH,NC,27607,(919) 781-6211,2018/03/28 04:00:00+00,Restaurant,19645,-78.69378488,35.81617759,M,
3837380,04092017818,Firehouse Subs #1530,2222 Walnut ST ,,CARY,NC,27518,(919) 322-1986,2018/03/27 04:00:00+00,Restaurant,19646,-78.74288194,35.7554271,M,
3837381,04092017816,Whisky River,2400 John Brantley BLVD ,,MORRISVILLE ,NC,27560,,2018/03/20 04:00:00+00,Restaurant,19648,-78.7893961,35.86970016,M,
3837382,04092025171,Bull City Hospitality,101 Sportsmanship WAY ,,HOLLY SPRINGS,NC,27540,,2018/03/29 04:00:00+00,Food Stand,19653,-78.83776084,35.66788504,M,
3837383,04092025169,Apple Spice Box Lunch & Catering,10404 Chapel Hill RD ,Suite 109,MORRISVILLE,NC,27560,(919) 336-3160,2018/03/20 04:00:00+00,Food Stand,19655,-78.82909975,35.83741792,M,
3837384,04092017828,Panera Bread #6039,231 Grand Hill PL ,,HOLLY SPRINGS,NC,27540,,2018/04/10 04:00:00+00,Restaurant,19691,-78.8447265,35.66506662,M,
3837385,04092017815,Nandini,2711 NC Hwy 55 ,,Cary,NC,27519,(919) 367-6852,2018/03/09 05:00:00+00,Restaurant,19649,-78.87132587,35.78456541,M,
3837386,04092030358,El Sazon de mi Tierra #1 (WCID #620),3700 Bland RD ,,RALEIGH,NC,27604,(919) 884-0665,2018/04/13 04:00:00+00,Mobile Food Units,19697,-78.61115373,35.83343966,M,
3837387,04092017829,DUNKIN DONUTS #347837,3511 KILDAIRE FARM RD ,,CARY,NC,27518,(919) 367-9949,2018/04/24 04:00:00+00,Restaurant,19706,-78.79278394,35.70189503,M,
3837388,04092017830,DUNKIN DONUTS 344467,800 PERRY RD ,,APEX,NC,27502,(919) 303-5800,2018/04/25 04:00:00+00,Restaurant,19707,-78.84460908,35.72084835,M,
3837389,04092017831,DUNKIN' #350292,1501 WERRINGTON  DR ,,HOLLY SPRINGS,NC,27540,(919) 285-0958,2018/04/25 04:00:00+00,Restaurant,19708,-78.83014318,35.6373838,M,
3837390,04092017814,CO Noodle,101-120 Park at North Hills ST ,,RALEIGH,NC,27609,(919) 258-2070,2018/03/15 04:00:00+00,Restaurant,19650,-78.64018864,35.83817241,M,
3837391,04092017833,TOWER INDIA,144 MORRISVILLE SQUARE WAY ,,MORRISVILLE,NC,27560-5703,(919) 465-2326,2018/05/02 04:00:00+00,Restaurant,19735,-78.82897767,35.819515,M,
3837392,04092017836,Market Hall,214 E. MARTIN STREET,,RALEIGH,NC,27601,(919) 624-2168,2018/05/07 04:00:00+00,Restaurant,19755,-78.63599738,35.77650484,M,
3837393,04092017838,Raleigh Crab House,4538 Capital BLVD ,,RALEIGH,NC,27604,(919) 322-0304,2018/04/11 04:00:00+00,Restaurant,19759,-78.57896431,35.84571465,M,
3837394,04092017839,Alpaca Peruvian Charcoal Chicken,8211-107 Brier Creek PKY ,,RALEIGH,NC,27615,(919) 278-7724,2018/04/16 04:00:00+00,Restaurant,19758,-78.78199843,35.90950749,M,
3837395,04092017841,CARY CRAB HOUSE,220 Crossroads BLVD ,Unit 2460,CARY,NC,27518,(919) 233-9829,2018/04/18 04:00:00+00,Restaurant,19763,-78.73871469,35.76064643,M,
3837396,04092025174,Meez Market & Catering,8320-108 Litchford RD ,,RALEIGH,NC,27615,(252) 327-2445,2018/04/19 04:00:00+00,Food Stand,19767,-78.59988047,35.89223606,M,
3837397,04092025175,Harris Teeter #90 Starbucks,13210 Strickland RD ,,RALEIGH,NC,27613,(919) 676-3534,2018/05/07 04:00:00+00,Food Stand,19785,-78.72593594,35.90878681,M,
3837398,04092017844,Manhattan Pizza,9660-133 Falls of Neuse RD ,,RALEIGH,NC,27615,(919) 847-3995,2018/05/02 04:00:00+00,Restaurant,19786,-78.60015315,35.90523097,M,
3837399,04092017846,Homewood Suites Cary Foodservice,555 Crossroads BLVD ,,CARY,NC,27518,(919) 745-8589,2018/05/01 04:00:00+00,Restaurant,19811,-78.7325332,35.75844126,M,
3837400,04092017850,SEQIRUS CAFE,475 GREEN OAKS PKY ,,HOLLY SPRINGS,NC,27540,(919) 577-3810,2018/05/21 04:00:00+00,Restaurant,19846,-78.86718725,35.65081004,M,
3837401,04092017849,The Melting Pot,3100 Wake Forest RD ,,RALEIGH,NC,27609-7846,(919) 878-0477,2018/05/14 04:00:00+00,Restaurant,19843,-78.6203889,35.82333174,M,
3837402,04092025181,Tastefully Served @ TKA,2161 S Wilmington ST ,,RALEIGH,NC,27615,(919) 760-5134,2018/05/11 04:00:00+00,Food Stand,19871,-78.63902823,35.7520526,M,
3837403,04092017851,Buffalo Brothers,1289 Kildaire Farm RD ,Suite 3443,CARY,NC,27511,(919) 561-5933,2018/05/01 04:00:00+00,Restaurant,19870,-78.78213151,35.76273552,M,
3837404,04092030362,Buff-O-Lina (WCID #635),717 Madison AVE ,,CARY,NC,27513,(919) 649-7765,2018/05/11 04:00:00+00,Mobile Food Units,19872,-78.79755183,35.78973417,M,
3837405,04092017853,ONCE IN A BLUE MOON BAKERY AND CAFE,115 W CHATHAM ST,,CARY,NC,27511-3318,(919) 319-6554,2018/05/30 04:00:00+00,Restaurant,19896,-78.78179868,35.78682784,M,
3837406,04092017860,Poke Burri Raleigh,6613 Falls of Neuse RD ,,RALEIGH,NC,27615,(919) 615-4016,2018/05/14 04:00:00+00,Restaurant,19908,-78.62444739,35.87396657,M,
3837407,04092040360,Chicago J Hot Dogs #1 (WCID #638),10125 DIVISION DR ,,RALEIGH,NC,27603,(919) 986-1699,2018/06/04 04:00:00+00,Pushcarts,19911,-78.71143305,35.63398146,M,
3837408,04092025182,Sbarro #1097,5959 Triangle Town BLVD ,,RALEIGH,NC,27616,(919) 299-9503,2018/05/25 04:00:00+00,Food Stand,19909,-78.576038,35.86600165,M,
3837409,04092017865,THE SHINY DINER,1550 BUCK JONES RD ,,CARY,NC,27606,(919) 469-3663,2018/06/22 04:00:00+00,Restaurant,19939,-78.74435361,35.76446209,M,
3837410,04092017864,Take 5 Cafe Raleigh,8529 Six Forks RD ,BUILDING 4,RALEIGH,NC,27615,(919) 349-0055,2018/06/21 04:00:00+00,Restaurant,19935,-78.65050613,35.89518007,M,
3837411,04092017866,DAIRY QUEEN #40925,1408 N MAIN ST ,,FUQUAY VARINA,NC,27526-8901,(919) 567-3738,2018/06/26 04:00:00+00,Restaurant,19948,-78.77235878,35.59258972,M,
3837412,04092017870,Hibachi Blue,1500 VILLAGE MARKET PL ,,MORRISVILLE,NC,27560,(919) 462-9899,2018/07/02 04:00:00+00,Restaurant,19958,-78.81676084,35.80454792,M,
3837413,04092017871,BRIXX BRADFORD,14112 BRADFORD GREEN SQUARE ,,CARY,NC,27519,(919) 336-1111,2018/07/02 04:00:00+00,Restaurant,19960,-78.84558557,35.79325258,M,
3837414,04092025185,Pretzelmaker,4325 Glenwood AVE ,Suite 2049,RALEIGH,NC,27612,(919) 783-5702,2018/07/03 04:00:00+00,Food Stand,19977,-78.67900996,35.83931725,M,
3837415,04092030364,Lili's Kitchen #1 (WCID #636),18 Kinton Farm Ridge ,,FUQUAY VARINA,NC,27526,(919) 600-2285,2018/06/05 04:00:00+00,Mobile Food Units,19943,-78.80875675,35.5917856,M,
3837416,04092017875,Taziki's,7901-101 Falls of Neuse RD ,,RALEIGH,NC,27615,(984) 255-0202,2018/06/28 04:00:00+00,Restaurant,19979,-78.62784564,35.89352248,M,
3837417,04092017874,Jasmin & Olivz,6679 Falls of Neuse RD ,,RALEIGH,NC,27615,(919) 803-2229,2018/07/06 04:00:00+00,Restaurant,19980,-78.62444739,35.87396657,M,
3837418,04092017881,Daddy D's BBQ,1526 Broad ST ,,FUQUAY-VARINA,NC,27526,(919) 552-6464,2018/06/20 04:00:00+00,Restaurant,19985,-78.80247593,35.60486538,M,
3837419,04092017879,Hi Poke,9573 Chapel Hill RD ,,Morrisville,NC,27560,(919) 650-3398,2018/05/30 04:00:00+00,Restaurant,19987,-78.81120592,35.8045755,M,
3837420,04092017883,Happy & Hale @ North Hills,200-101 Park at North Hills ST ,,RALEIGH,NC,27609,(984) 200-3802,2018/06/20 04:00:00+00,Restaurant,19983,-78.63753339,35.83534565,M,
3837421,04092025188,Redplate Catering @TKA,2161 S Wilmington ST ,,RALEIGH,NC,27601,(919) 332-1492,2018/06/21 04:00:00+00,Food Stand,19992,-78.63902823,35.7520526,M,
3837422,04092017878,Bartaco North Hills,4121 Main at North Hills ST ,,RALEIGH,NC,27609,(919) 626-8226,2018/06/27 04:00:00+00,Restaurant,19988,-78.64297679,35.83719099,M,
3837423,04092030366,Party in a Pita (WCID #641),1208 Kent RD ,,RALEIGH,NC,27606,(919) 454-6923,2018/06/21 04:00:00+00,Mobile Food Units,19993,-78.69433729,35.78161734,M,
3837424,04092017884,9.19 Island Cuisine,13654 Capital BLVD Suite 108,,WAKE FOREST,NC,27587,(919) 556-3647,2018/07/03 04:00:00+00,Restaurant,19996,-78.51867626,36.00549137,M,
3837425,04092017886,Backfins Crabhouse,1009-100 Stadium DR ,,WAKE FOREST,NC,27587,(919) 562-8500,2018/07/09 04:00:00+00,Restaurant,19997,-78.52990283,35.98957154,M,
3837426,04092017889,Jimmy John's #3665,724 N Judd PKY ,,FUQUAY-VARINA,NC,27526,(919) 567-0954,2018/07/23 04:00:00+00,Restaurant,20016,-78.77866077,35.59344505,M,
3837427,04092110525,Apex Friendship Middle School Cafeteria,7701 Humie Olive RD ,,APEX,NC,27502,(919) 694-8960 ext. 27722,2018/07/19 04:00:00+00,Public School Lunchrooms,20018,-78.91098372,35.70021153,M,
3837428,04092110524,Buckhorn Elementary School Cafeteria,5651 Honeycutt RD ,,HOLLY SPRINGS,NC,27540,(919) 694-8970 ext. 27660,2018/07/20 04:00:00+00,Public School Lunchrooms,20019,-78.84419025,35.61831079,M,
3837429,04092050030,Wake Christian Academy Cafeteria,5500 Wake Academy Dr,,RALEIGH,NC,27603,(919) 772-6264,2018/08/03 04:00:00+00,Private School Lunchrooms,20027,-78.67165638,35.70444194,M,
3837430,04092017897,SUBWAY #881,5563 WESTERN BLVD ,STE 8-B,RALEIGH,NC,27606-1595,(919) 859-1957,2018/08/09 04:00:00+00,Restaurant,20038,-78.72050862,35.78412834,M,
3837431,04092025192,Big Dom's Bagel Shop,203 E Chatham ST ,,CARY,NC,27511,(919) 377-1143,2018/08/06 04:00:00+00,Food Stand,20029,-78.77842259,35.78773651,M,
