OBJECTID,HSISID,NAME,ADDRESS1,ADDRESS2,CITY,STATE,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,FACILITYTYPE,PERMITID,X,Y,GEOCODESTATUS
2027116,04092018589,Wendy's #11554,3701 NEW BERN AVE ,,RALEIGH,NC,27610,(919) 250-6034,2021/03/24 04:00:00+00,Restaurant,15328,-78.57735438,35.79810894,M
2027117,04092030434,Tacos Estilo Hildago (WCID #716),101 REED ST,Suite A,CARY,NC,27511-6927,(919) 454-2182,2019/07/30 04:00:00+00,Mobile Food Units,15341,-78.76292831,35.79014794,M
2027118,04092016188,BURGER KING #6063,1299 N MAIN ST ,,FUQUAY VARINA,NC,27526,(919) 552-1045,2012/05/31 04:00:00+00,Restaurant,15342,-78.77869475,35.59221744,M
2027119,04092018036,Jumbo China,1625-101 RONALD DR ,,RALEIGH,NC,27609,(919) 878-9877,2019/01/27 05:00:00+00,Restaurant,15344,-78.6079213,35.83826504,M
2027120,04092017149,AJ'S FOOD MART,6204 TEN TEN RD ,,APEX,NC,27502,(919) 779-3900,2016/02/18 05:00:00+00,Restaurant,15346,-78.73671179,35.67670594,M
2027121,04092030530,Southern Fried Lumpia (WCID #818),11211 GALLERIA AVE,,RALEIGH,NC,27614,(919) 593-2688,2021/03/17 04:00:00+00,Mobile Food Units,15347,-78.54331441,35.94865826,M
2027122,04092017451,DAME'S CHICKEN & WAFFLES,823 BASS PRO LN ,,CARY,NC,27513,(919) 234-0822,2016/10/14 04:00:00+00,Restaurant,15350,-78.77007317,35.83116175,M
2027123,04092014819,Rudino's Pizza & Grinders,2640 Timber DR,,GARNER,NC,27529,(919) 661-8008,2007/02/28 05:00:00+00,Restaurant,15356,-78.63679241,35.71604965,M
2027124,04092015711,D & S CAFETERIA,1177 BUCK JONES RD ,,RALEIGH,NC,27606,(919) 462-8404,2010/09/21 04:00:00+00,Restaurant,15363,-78.73934395,35.76696309,M
2027125,04092016698,GOLDEN CORRAL #950,3551 GRENELLE ST ,,RALEIGH,NC,27603,(919) 772-6603,2014/06/12 04:00:00+00,Restaurant,15366,-78.65223275,35.73188077,M
2027126,04092017657,ZAXBY'S #66201,1341 N MAIN ST ,,FUQUAY VARINA,NC,27526,(919) 552-3981,2017/08/07 04:00:00+00,Restaurant,15373,-78.77669551,35.59243122,M
2027127,04092017513,NICE BOWLS ASIAN CUISINE,4224 NW CARY PKY ,,CARY,NC,27513,(919) 377-2307,2017/02/09 05:00:00+00,Restaurant,15379,-78.82751464,35.79057556,M
2027128,04092018568,Los Tres Mexican Restaurant,1400 BOULDERSTONE WAY,,CARY,NC,27519,(919) 333-0069,2021/03/22 04:00:00+00,Restaurant,15384,-78.84803797,35.79230683,M
2027129,04092018658,La Farm RDU,2600 JOHN BRANTLEY BLVD,,MORRISVILLE,NC,27560-7891,(919) 825-3469,2021/06/07 04:00:00+00,Restaurant,15385,-78.78941437,35.8696795,M
2027130,04092040241,FOODLAND PUC #1 (WCID #322),WILMINGTON  ST ,,RALEIGH,NC,27603,(919) 798-0590,2010/06/18 04:00:00+00,Pushcarts,15418,0,0,U
2027131,04092017165,BREW AT THE CARY THEATER,122 E CHATHAM ST ,SUITE 112,CARY,NC,27511,(919) 400-5473,2016/02/25 05:00:00+00,Restaurant,15443,-78.78039811,35.7871115,M
2027132,04092016327,VILLAGE DELI & GRILL,909 AVIATION PKY ,,MORRISVILLE,NC,27560-8487,(919) 462-6191,2013/01/02 05:00:00+00,Restaurant,15445,-78.81391833,35.83559788,M
2027133,04092018736,Hibachi 88,675 MILLS PARK DR,,CARY,NC,27519,(919) 267-9988,2021/11/16 05:00:00+00,Restaurant,15457,-78.89712096,35.80863645,M
2027134,04092015852,BANGKOK THAI,13200 NEW FALLS OF NEUSE RD ,UNIT 131,RALEIGH,NC,27614,(919) 554-7561,2010/12/22 05:00:00+00,Restaurant,15458,-78.55981965,35.9407555,M
2027135,04092025239,Greyhound Bus Terminal,2210 Capital Blvd,,RALEIGH,NC,27604,(336) 926-0466,2019/01/07 05:00:00+00,Food Stand,15461,-78.61571053,35.80611321,M
2027136,04092017197,EL TACO MARKET,3800 NEW BERN  AVE ,,RALEIGH,NC,27610,(919) 250-0412,2016/04/12 04:00:00+00,Restaurant,15467,-78.57600249,35.79743532,M
2027137,04092014707,Starbucks Coffee # 10967,1217 Kildaire Farm RD ,,CARY,NC,27511,(919) 465-1229,2006/10/27 04:00:00+00,Restaurant,15475,-78.78312814,35.76376926,M
2027138,04092014360,Circle K #6314,11700 New Leesville RD ,,RALEIGH,NC,27613,(919) 696-4308,2005/08/01 04:00:00+00,Restaurant,15488,-78.74118636,35.92072024,M
2027139,04092017646,SAN JUAN MEXICAN RESTAURANT ,3501 FORESTVILLE RD ,,RALEIGH,NC,27616,(919) 217-7918,2017/07/26 04:00:00+00,Restaurant,15498,-78.50942512,35.88257697,M
2027140,04092018019,Domino's #5561,5950-103 Poyner Village PKY ,,RALEIGH,NC,27616,(984) 242-4471,2019/01/03 05:00:00+00,Restaurant,15497,-78.57016713,35.86511257,M
2027141,04092017526,TACO BELL #32555,8470 LOUISBURG RD ,,RALEIGH,NC,27616,(919) 703-0259,2017/02/17 05:00:00+00,Restaurant,15502,-78.50930992,35.89359383,M
2027142,04092025269,Harris Teeter #495 Meat/Seafood,8345 CREEDMOOR RD,,RALEIGH,NC,27613,,2019/07/15 04:00:00+00,Food Stand,15506,-78.68223183,35.90105252,M
2027143,04092021859,Ladyfingers Caterers,627 E Whitaker Mill RD ,,RALEIGH,NC,27608,(919) 828-2270,2015/07/14 04:00:00+00,Food Stand,15512,-78.63053647,35.8074913,M
2027144,04092018547,Town Hall Burgers & Beer Raleigh,13100 Falls of Neuse RD ,Suite 150,RALEIGH,NC,27614,,2020/12/07 05:00:00+00,Restaurant,15513,-78.56176411,35.94053786,M
2027145,04092030510,Tasty Tasty Truck (WCID#799),2201 S WILMINGTON ST,,RALEIGH,NC,27603-2559,(503) 807-0121,2020/12/17 05:00:00+00,Mobile Food Units,15518,-78.63902655,35.752054,M
2027146,04092017999,APPLEBEES GRILL & BAR,1480 N MAIN  ST ,,FUQUAY VARINA ,NC,27526,(919) 552-1521,2018/12/13 05:00:00+00,Restaurant,15519,-78.76682544,35.59397891,M
2027147,04092016222,SUBWAY #41211,922 GATEWAY COMMON CIR ,,WAKE FOREST,NC,27587,(919) 562-5700,2012/07/09 04:00:00+00,Restaurant,15522,-78.4951784,35.96732914,M
2027148,04092017908,Singas Famous Pizza,1004 Lower Shiloh WAY ,Suite 107,MORRISVILLE,NC,27560,(984) 219-2963,2018/07/11 04:00:00+00,Restaurant,15535,-78.8468938,35.86495038,M
2027149,04092025312,Just Wingin' It,1813 Garner RD ,,RALEIGH,NC,27610,(919) 532-9707,2020/05/22 04:00:00+00,Food Stand,15536,-78.6307037,35.75696516,M
2027150,04092017922,Clean Eatz,1856 Boulderstone WAY ,,CARY,NC,27519,(919) 650-1897,2018/08/23 04:00:00+00,Restaurant,15544,-78.84859346,35.79156535,M
2027151,04092017040,BEST WESTERN PLUS EDISON INN FOODSERVICE,1595 MECHANICAL BLVD ,,GARNER,NC,27529,(919) 662-4890,2015/10/27 04:00:00+00,Restaurant,15557,-78.64471806,35.72391732,M
2027152,04092018308,Stars and Strikes,4020 CAPITAL BLVD,Suite 160,RALEIGH,NC,27604,(678) 965-5707,2020/01/27 05:00:00+00,Restaurant,15558,-78.57967846,35.83550619,M
2027153,04092014366,St. Michael the Arch Angel Catholic Church,808 High House RD ,,CARY,NC,27513,(919) 468-6100,2005/08/16 04:00:00+00,Restaurant,15547,-78.82211368,35.78588729,M
2027154,04092016183,ASIAN BISTRO,1318 S MAIN ST ,STE 132,WAKE FOREST,NC,27587,(919) 435-8880,2012/05/08 04:00:00+00,Restaurant,15564,-78.51926224,35.96093216,M
2027155,04092025234,Publix 1552 Meat,425 Emissary DR ,,CARY,NC,27519,(919) 388-7201,2018/11/02 04:00:00+00,Food Stand,15565,-78.90353469,35.82487418,M
2027156,04092014958,Papa's Subs and Pizza,511 N Main ST ,,HOLLY SPRINGS,NC,27540,(919) 557-1919,2007/09/07 04:00:00+00,Restaurant,15566,-78.83687096,35.65966057,M
2027157,04092021786,PORT CITY JAVA TALLEY,2610 CATES AVE ,,RALEIGH,NC,27695,(919) 513-7057,2014/03/11 04:00:00+00,Food Stand,15567,-78.67872874,35.78448278,M
2027158,04092018464,Pimiento Tea Room,200 N Main St,,HOLLY SPRINGS,NC,27540,(984) 225-4213,2020/10/16 04:00:00+00,Restaurant,15577,-78.83347253,35.65330356,M
2027159,04092017864,Take 5 Cafe Raleigh,8529 Six Forks RD ,BUILDING 4,RALEIGH,NC,27615,(919) 349-0055,2018/06/21 04:00:00+00,Restaurant,15587,-78.65050621,35.8951772,M
2027160,04092110530,Willow Spring High School Cafeteria,1704 OLD HONEYCUTT RD ,,FUQUAY-VARINA,NC,27526,(919) 694-8030 ext. 28224,2019/05/16 04:00:00+00,Public School Lunchrooms,15592,-78.73713901,35.57529808,M
2027161,04092030234,CHICK-N-QUE II (WCID #425),2009 VILLAGE PARK DR ,,KNIGHTDALE,NC,27545,(919) 369-7788,2011/12/20 05:00:00+00,Mobile Food Units,15602,-78.49336017,35.79721176,M
2027162,04092016223,MCDONALDS #35357,1001 FORESTVILLE  RD ,,WAKE FOREST,NC,27587,(919) 554-8094,2012/07/11 04:00:00+00,Restaurant,15616,-78.50622842,35.94490865,M
2027163,04092016696,Johnny's Pizza,8759 Holly Springs RD ,,APEX,NC,27539,(919) 434-5989,2014/05/30 04:00:00+00,Restaurant,15625,-78.77345837,35.69264701,M
2027164,04092021737,CORNER KICK CAFE,200 SOCCER PARK  DR ,,CARY,NC,27511,(919) 452-8931,2013/02/20 05:00:00+00,Food Stand,15627,-78.75415291,35.78746765,M
2027165,04092021633,MANDARIN EXPRESS,4325 GLENWOOD AVE ,,RALEIGH,NC,27612,(919) 787-7127,2010/11/12 05:00:00+00,Food Stand,15629,-78.68184484,35.84183815,T
2027166,04092016986,BIG ED'S NORTH,5009 FALLS OF NEUSE RD ,,RALEIGH,NC,27609,(919) 747-9533,2015/07/16 04:00:00+00,Restaurant,15640,-78.61557526,35.84978294,M
2027167,04092021939,DONOVAN'S DISH,800 W WILLIAMS ST ,STE 112,APEX,NC,27502,(919) 651-8309,2016/02/08 05:00:00+00,Food Stand,15651,-78.86480181,35.73964723,M
2027168,04092018018,Bad Daddy's Burger bar #235,4213 Corners PKY ,Suite 100,RALEIGH,NC,27617,(919) 381-4814,2018/12/28 05:00:00+00,Restaurant,15656,-78.78791806,35.91890974,M
2027169,04092015369,BACKYARD BISTRO,1235 HURRICANE ALLEY WAY ,,RALEIGH,NC,27607,(919) 851-6203,2009/04/09 04:00:00+00,Restaurant,15662,-78.72554709,35.79896666,M
2027170,04092015729,Jason's Deli # 162,210 CROSSROADS BLVD ,,CARY,NC,27518,(919) 233-6901,2010/09/24 04:00:00+00,Restaurant,15665,-78.73871452,35.76064286,M
2027171,04092017650,CONNECTIONS CAFE,8000 PURFOY RD ,,FUQUAY-VARINA,NC,27526,,2017/07/25 04:00:00+00,Restaurant,15667,-78.77357718,35.57846701,M
2027172,04092016883,HAMPTON INN & SUITES,3621 SPRING FOREST ROAD,,RALEIGH,NC,27616,(919) 872-7111,2015/03/06 05:00:00+00,Restaurant,15668,-78.57895585,35.85595204,M
2027173,04092017333,AMC Holly Springs 9,320 GRAND HILL PL ,,HOLLY SPRINGS,NC,27540,(919) 285-0580,2016/09/29 04:00:00+00,Restaurant,15673,-78.8436742,35.66711942,M
2027174,04092018679,Potbelly Sandwich Shop,1108 PARKSIDE MAIN ST,,CARY,NC,27519,,2021/07/13 04:00:00+00,Restaurant,15679,-78.88929435,35.84836238,M
2027175,04092014497,MAGNOLIA KITCHEN,120 N Wingate ST,,WAKE FOREST,NC,27587,(919) 761-2170,2006/02/09 05:00:00+00,Restaurant,15685,-78.51237284,35.98136068,M
2027176,04092018730,Las Brasas,400 Widewaters  PKY ,Ste G,KNIGHTDALE ,NC,27545,(919) 345-7011,2021/10/26 04:00:00+00,Restaurant,15675,0,0,U
2027177,04092025238,Publix 1551 Meat,9640 Leesville RD ,,RALEIGH,NC,27613,(919) 848-3480,2018/11/26 05:00:00+00,Food Stand,15697,-78.72728627,35.90563318,M
2027178,04092025192,Big Dom's Bagel Shop,203 E Chatham ST ,,CARY,NC,27511,(919) 377-1143,2018/08/06 04:00:00+00,Food Stand,15706,-78.7784243,35.787736,M
2027179,04092018140,Quality Inn and Suites (breakfast area),1400 E WILLIAMS ST,,APEX,NC,27539,(919) 362-8621,2019/07/19 04:00:00+00,Restaurant,15713,-78.84130878,35.71213708,M
2027180,04092017878,Bartaco North Hills,4121 Main at North Hills ST ,,RALEIGH,NC,27609,(919) 626-8226,2018/06/27 04:00:00+00,Restaurant,15717,-78.64323049,35.83718561,M
2027181,04092021798,DOMINO'S PIZZA #4486,2603 GLENWOOD AVE ,STE 131,RALEIGH,NC,27608,(919) 783-8803,2014/07/10 04:00:00+00,Food Stand,15726,-78.66059857,35.81550372,M
2027182,04092030271,BARONE MEATBALL COMPANY (wcid #511),241 E Millbrook RD ,STE 106,RALEIGH,NC,27604,(919) 275-0625,2015/01/02 05:00:00+00,Mobile Food Units,15712,0,0,U
2027183,04092016800,PUBLIX #1466 DELI,1020 BRADFORD PLAZA WAY,,CARY,NC,27513,(919) 460-2082,2014/10/28 04:00:00+00,Restaurant,15729,-78.84558396,35.79325638,M
2027184,04092018105,Zaxby's #69201,1171 PINE PLAZA DR ,,APEX,NC,27523-6408,,2019/05/31 04:00:00+00,Restaurant,15751,-78.83219078,35.7473816,M
2027185,04092018285,Golden Krust,4412 FAYETTEVILLE RD,,RALEIGH,NC,27603,(919) 322-4191,2020/01/02 05:00:00+00,Restaurant,15716,-78.65422945,35.71957864,M
2027186,04092017335,NEW CHINA CHEF,1769 W WILLIAMS ST ,,APEX,NC,27523-9315,(919) 363-8885,2016/10/04 04:00:00+00,Restaurant,15761,-78.87770701,35.75964934,M
2027187,04092015859,POPEYES #11025,3699 NEW BERN AVE ,,RALEIGH,NC,27610,(919) 803-7777,2011/01/07 05:00:00+00,Restaurant,15770,-78.57923704,35.79885313,M
2027188,04092017670,"XL SIDELINE, LLC",106 INVESTMENT BLVD ,,APEX,NC,27502,(919) 387-2955,2017/08/23 04:00:00+00,Restaurant,15742,0,0,U
2027189,04092016835,ALPACA PERUVIAN CHARCOAL CHICKEN,4614 CAPITAL BLVD ,,RALEIGH,NC,27604,(919) 713-0000,2014/12/29 05:00:00+00,Restaurant,15778,-78.57926249,35.84833828,M
2027190,04092015271,42ND STREET OYSTER BAR,2400 W TERMINAL BLVD ,RDU terminal 2 Gate C1,MORRISVILLE,NC,27560-9217,(919) 840-0506,2008/10/23 04:00:00+00,Restaurant,15771,0,0,U
2027191,04092025318,El Mandado Supermarket-Meat/Seafood Dept,2950 E MILLBROOK RD,,RALEIGH,NC,27604-2816,(919) 878-1800,2020/08/30 04:00:00+00,Food Stand,15780,-78.58256656,35.84852909,M
2027192,04092017113,Blaze Pizza #1125,140 CABELA DR ,,GARNER,NC,27529,(919) 772-1021,2015/12/16 05:00:00+00,Restaurant,15782,-78.58356211,35.69799194,M
2027193,04092025252,Mezquital Valley Catering @ TKA,2201 S Wilmington ST ,,RALEIGH,NC,27603,(919) 412-4121,2019/04/09 04:00:00+00,Food Stand,15790,-78.63902655,35.752054,M
2027194,04092025400,Little Caesar's #3645,4800 Grove Barton RD,STE 101,RALEIGH,NC,27613,(984) 200-7790,2021/11/30 05:00:00+00,Food Stand,15793,-78.71583123,35.87110639,M
2027195,04092018204,Rosewater Kitchen and Bar,110 PARK AT NORTH HILLS ST,,RALEIGH,NC,27609,(919) 424-7886,2019/10/18 04:00:00+00,Restaurant,15794,-78.64031556,35.83755332,M
2027196,04092160065,BROOKDALE CARY FOOD SERVICE,7870 CHAPEL HILL RD ,,CARY,NC,27573,(919) 852-1355,2008/09/19 04:00:00+00,Institutional Food Service,15795,-78.76164216,35.79641259,M
2027197,04092040326,WICKED LINKS #2 (WCID #494),11800 GALAXY DRIVE,,WAKE FOREST,NC,27587,(919) 855-8548,2014/08/16 04:00:00+00,Pushcarts,15804,-78.53891541,35.96854995,M
2027198,04092017871,BRIXX BRADFORD,14112 BRADFORD GREEN SQUARE ,,CARY,NC,27519,(919) 336-1111,2018/07/02 04:00:00+00,Restaurant,15810,-78.84558396,35.79325638,M
2027199,04092021439,Sea Depot Seafood Market,750-G E Chatham ST ,,CARY,NC,27511,(919) 469-8889,2007/03/12 04:00:00+00,Food Stand,15796,-78.76489683,35.79185661,M
2027200,04092015222,ANNA'S PIZZERIA,100 N SALEM ST ,,APEX,NC,27502,(919) 267-6237,2008/09/15 04:00:00+00,Restaurant,15814,-78.85126459,35.73076866,M
2027201,04092015179,HOLIDAY INN EXPRESS,1006 MARCO DR ,,APEX,NC,27502,(919) 387-3636,2008/07/22 04:00:00+00,Restaurant,15831,-78.84034017,35.7170455,M
2027202,04092015485,AVIATOR BREWING TAP HOUSE,600 E BROAD ST ,,FUQUAY VARINA,NC,27526,(919) 552-8826,2009/10/07 04:00:00+00,Restaurant,15847,-78.79392899,35.59279145,M
2027203,04092014617,Pei Wei Asian Diner,4408 Falls of Neuse RD ,,RALEIGH,NC,27609,(919) 227-3810,2006/06/08 04:00:00+00,Restaurant,15850,-78.61188287,35.84227862,M
2027204,04092016857,BIG MIKES BBQ,1222 NW MAYNARD ROAD,,CARY,NC,27513,(919) 601-2430,2015/01/16 05:00:00+00,Restaurant,15854,-78.80932512,35.7848684,M
2027205,04092018426,Iris Coffee Lab,725 TUCKER ST ,,RALEIGH,NC,27603,(919) 441-7489,2020/08/31 04:00:00+00,Restaurant,15877,-78.64966528,35.78597272,M
2027206,04092017168,BUFFALO BROTHERS GARNER,7245 WHITE OAK RD ,,GARNER,NC,27529,(919) 803-1939,2016/03/03 05:00:00+00,Restaurant,15886,-78.58073782,35.68789371,M
2027207,04092016410,TIJUANA FLATS BURRITO CO. #182,161 GRAND HILL PL ,,HOLLY SPRINGS,NC,27540,(919) 629-7558,2013/04/15 04:00:00+00,Restaurant,15888,-78.84948074,35.66266499,M
2027208,04092016569,HARRIS TEETER #395 DELI,1432 BROGDEN WOODS DR ,,WAKE FOREST,NC,27587,(919) 870-4980,2013/08/19 04:00:00+00,Restaurant,15890,-78.69147726,35.99120973,M
2027209,04092030519,Wakefield Tavern (WCID #809),13200 FALLS OF NEUSE RD,,RALEIGH,NC,27614,(919) 801-0322,2021/02/09 05:00:00+00,Mobile Food Units,15893,-78.55981965,35.9407555,M
2027210,04092022009,LA BONITA DELI,836-110 E CHATHAM ST ,,CARY,NC,27511,(919) 650-3161,2017/03/02 05:00:00+00,Food Stand,15857,-78.7955722,35.78044851,T
2027211,04092017998,Applebee's Grill & Bar,6609 Knightdale BLVD ,,KNIGHTDALE,NC,27545,(919) 266-5939,2018/12/13 05:00:00+00,Restaurant,15897,-78.50745317,35.79704031,M
2027212,04092018446,Grand Street Pizza,901 N SMITHFIELD RD ,,KNIGHTDALE,NC,27545,(919) 217-3410,2020/07/23 04:00:00+00,Restaurant,15902,-78.48796476,35.79576936,M
2027213,04092018525,Sonesta ES Suites Raleigh Durham Airport Foodservice,2020 HOSPITALITY CT ,,MORRISVILLE,NC,27560-9128,(919) 467-8689,2021/02/05 05:00:00+00,Restaurant,15921,-78.8154906,35.85787743,M
2027214,04092017928,Starbucks #53826,11720 Retail DR ,,WAKE FOREST,NC,27587,(919) 906-3618,2018/08/13 04:00:00+00,Restaurant,15926,-78.5434927,35.96629568,M
2027215,04092025279,Sushi with Gusto at Atrium Food Court,2 BROUGHTON DR,,RALEIGH,NC,27607,(407) 968-2492,2019/08/08 04:00:00+00,Food Stand,15935,-78.67872874,35.78448278,M
2027216,04092015862,NO. 1 CHINESE RESTAURANT,3667 SW CARY  PKY ,,CARY,NC,27513,(919) 461-7008,2011/01/04 05:00:00+00,Restaurant,15949,-78.83800513,35.78180038,M
2027217,04092030374,Beefy Buns (WCID #650),1941 Indianwood CT ,,RALEIGH,NC,27604,(919) 638-1572,2018/09/18 04:00:00+00,Mobile Food Units,15954,-78.54824679,35.81067005,M
2027218,04092017811,Starbucks Target #1794,8651 Brier Creek PKY ,,RALEIGH,NC,27617,(919) 765-0005,2018/03/19 04:00:00+00,Restaurant,15958,-78.78588758,35.90295188,M
2027219,04092017067,IHOP #2130,7304 GB ALFORD HWY ,,HOLLY SPRINGS,NC,27540,(919) 552-8570,2015/10/30 04:00:00+00,Restaurant,15960,-78.83001059,35.6348554,M
2027220,04092015460,NEW CHINA KING RESTAURANT,1811 NEW HOPE CHURCH RD,,RALEIGH,NC,27609-6288,(919) 873-1256,2009/09/15 04:00:00+00,Restaurant,15965,-78.60815381,35.83604187,M
2027221,04092160077,Strategic Behavioral Center-Garner (Kitchen),3200 WATERFIELD  DR ,,GARNER,NC,27529,(919) 800-4400,2012/10/16 04:00:00+00,Institutional Food Service,15970,-78.56102025,35.67811655,M
2027222,04092017302,WOLVES DEN,1060 WILLIAM MOORE DR ,,RALEIGH,NC,27606,(919) 513-6432,2016/08/12 04:00:00+00,Restaurant,15977,-78.70038996,35.79759694,M
2027223,04092300256,LAS TRES FRONTERAS SUPER MERCADO,748 E CHATHAM  ST ,,CARY,NC,27511,(919) 380-3592,2012/05/22 04:00:00+00,Meat Market,15998,-78.76514155,35.79157241,M
2027224,04092016945,PANERA #1806,1004 PARKSIDE MAIN ST ,,CARY,NC,27519,(919) 337-0020,2015/06/04 04:00:00+00,Restaurant,16000,-78.88643041,35.84618552,M
2027225,04092016386,BUFFALO WILD WINGS #439,121 GRAND HILL PL ,,HOLLY SPRINGS,NC,27540,(919) 577-0450,2013/03/12 04:00:00+00,Restaurant,16010,-78.84948074,35.66266499,M
2027226,04092018566,Wendy's #10533,4510 Fayetteville RD ,,RALEIGH,NC,27603,(919) 661-0667,2021/03/24 04:00:00+00,Restaurant,16011,-78.6554245,35.71891126,M
2027227,04092017905,Scratch Kitchen and Taproom,225 N Salem ST ,Suite 127,APEX,NC,27502,(919) 372-5365,2018/08/22 04:00:00+00,Restaurant,16018,-78.8508764,35.73263171,M
2027228,04092016527,STARBUCKS TARGET #1104,2700 TIMBER DR ,,GARNER,NC,27529,(919) 772-9065,2013/10/08 04:00:00+00,Restaurant,16021,-78.6384816,35.71532719,M
2027229,04092016389,JERSEY MIKES SUBS #3132,2712 HILLSBOROUGH ST ,,RALEIGH,NC,27607,(919) 615-3157,2013/03/19 04:00:00+00,Restaurant,16027,-78.67170371,35.78888468,M
2027230,04092016728,Ajisai Japanese Fusion,427 Woodburn Road,,RALEIGH,NC,27605,(919) 831-9907,2014/07/09 04:00:00+00,Restaurant,16030,-78.66025735,35.7899673,M
2027231,04092018476,Istanbul Restaurant & Cafe,914 Kildaire Farm RD ,,CARY,NC,27511-3923,(919) 651-9608,2020/11/02 05:00:00+00,Restaurant,16047,-78.7820625,35.77335058,M
2027232,04092018008,FIVE BROS PIZZA,6300-182 Creedmoor RD ,,RALEIGH,NC,27612,(919) 594-1699,2018/12/27 05:00:00+00,Restaurant,16046,-78.67947283,35.87241027,M
2027233,04092015276,SALEM STREET PUB,113 N SALEM ST ,,APEX,NC,27502,(919) 387-9992,2008/10/31 04:00:00+00,Restaurant,16053,-78.85154922,35.73118477,T
2027234,04092016549,MAMMA  MIA ITALIAN BISTRO,708 LAURA DUNCAN  RD ,,APEX,NC,27502,(919) 363-2228,2013/11/25 05:00:00+00,Restaurant,16074,-78.84201223,35.73509961,M
2027235,04092018323,Sugar Magnolia Cafe,219 S WHITE ST ,,WAKE FOREST,NC,27587,(919) 435-4436,2020/02/18 05:00:00+00,Restaurant,16075,-78.50968138,35.97753302,M
2027236,04092015000,GRACE Christian School Kitchen,801  Buck Jones RD ,,RALEIGH,NC,27606,(919) 783-6618,2007/11/06 05:00:00+00,Restaurant,16076,-78.73693747,35.77190678,M
2027237,04092030332,CHICK-N-QUE III (WCID #600),2009 VILLAGE PARK DR ,,KNIGHTDALE ,NC,27545,(919) 369-7788,2017/04/27 04:00:00+00,Mobile Food Units,16080,-78.49336017,35.79721176,M
2027238,04092015821,Lin's Garden,1318 S MAIN ST ,Ste. 116,WAKE FOREST,NC,27587,(919) 556-8066,2010/11/16 05:00:00+00,Restaurant,16095,-78.51926224,35.96093216,M
2027239,04092018057,FRIDA'S PATIO MEXICAN CUISINE,3470 KILDAIRE FARM RD ,SUITE 160,CARY,NC,27518,(919) 267-9477,2019/02/20 05:00:00+00,Restaurant,16099,-78.79652253,35.70711378,T
2027240,04092021502,Papa John's #429,2101 Avent Ferry RD ,,RALEIGH,NC,27606,(919) 834-7272,2008/01/07 05:00:00+00,Food Stand,16102,-78.67605091,35.77835817,M
2027241,04092017507,COCINA MEXICANA LA PENA DE HOREB,2125 TEN TEN RD ,,APEX,NC,27539,,2017/01/27 05:00:00+00,Restaurant,16108,-78.81811355,35.72082607,M
2027242,04092016096,SHEETZ #481,505 WENDELL  BLVD ,,WENDELL,NC,27591,(919) 365-9032,2012/01/30 05:00:00+00,Restaurant,16110,-78.42070654,35.80408982,M
2027243,04092018737,Fang's Kitchen,677 MILLS PARK DR,,CARY,NC,27519,(919) 234-6699,2021/11/16 05:00:00+00,Restaurant,16128,-78.89712096,35.80863645,M
2027244,04092018535,Lowes Foods #262 Deli,687 MILLS PARK DR,,CARY,NC,27519,,2021/02/16 05:00:00+00,Restaurant,16131,-78.89712096,35.80863645,M
2027245,04092016548,GARIBALDI TRATTORIA PIZZA E PASTA,900 N MAIN ST ,,FUQUAY VARINA,NC,27526,(919) 552-8865,2014/06/13 04:00:00+00,Restaurant,16139,-78.78691241,35.59110944,M
2027246,04092016594,SMITHFIELD'S CHICKEN'N Bar-B-Q,7304 KNIGHTDALE  BLVD ,,KNIGHTDALE,NC,27545,(919) 865-1905,2014/01/06 05:00:00+00,Restaurant,16140,-78.48480969,35.79790459,M
2027247,04092017037,ORACLE CAFE,5200 PARAMOUNT PKY ,,MORRISVILLE,NC,27560-8499,(919) 205-6884,2015/10/21 04:00:00+00,Restaurant,16147,-78.83611007,35.86175597,M
2027248,04092016547,Brothers of New York,3450-158 Kildaire Farm  RD ,,CARY,NC,27518,(919) 387-7711,2013/11/19 05:00:00+00,Restaurant,16072,-78.79459675,35.70408006,M
2027249,04092016212,ABBEY ROAD TAVERN & GRILL,1195 W CHATHAM ST ,,CARY,NC,27513,(919) 481-4434,2012/07/16 04:00:00+00,Restaurant,16150,-78.80690314,35.77079471,M
2027250,04092018713,Bali Hai,120 Morrisville Square WAY ,,MORRISVILLE,NC,27560,(919) 608-5491,2021/09/20 04:00:00+00,Restaurant,16153,-78.82897679,35.81951783,M
2027251,04092018058,JERRY'S GRILL,813 E Whitaker Mill RD ,,RALEIGH,NC,27608,(919) 832-7561,2019/02/21 05:00:00+00,Restaurant,16122,-78.62516193,35.8075542,M
